,from,to,distance_m,distance_km,duree_pied_min,duree_velo_min,duree_voiture_min
3757,Basilique Damous Karita,Bibliotheque Tabularium,1197,1.2,14.4,5.5,2.4
3758,Basilique Damous Karita,Temple prostyle,1239,1.24,14.9,5.7,2.5
3759,Basilique Damous Karita,Grand Temple d'Esculape (d'Eshmoun),1177,1.18,14.1,5.4,2.4
3760,Basilique Damous Karita,Emplacement probable de la Basilique judiciaire,1109,1.11,13.3,5.1,2.2
3761,Basilique Damous Karita,"Absides ""Beule"" en contrebas",1102,1.1,13.2,5.1,2.2
3762,Basilique Damous Karita,Tombeaux puniques,1241,1.24,14.9,5.7,2.5
3763,Basilique Damous Karita,Musee national,1110,1.11,13.3,5.1,2.2
3764,Basilique Damous Karita,Tombeau punique (Ariche),1181,1.18,14.2,5.4,2.4
3765,Basilique Damous Karita,Emplacement de la Chapelle Saint Louis,1104,1.1,13.2,5.1,2.2
3766,Basilique Damous Karita,Emplacement probable de la curie,1167,1.17,14.0,5.4,2.3
3767,Basilique Damous Karita,Quartier Punique (Quartier Hannibal),1197,1.2,14.4,5.5,2.4
3768,Basilique Damous Karita,Cathedrale Saint Louis,1127,1.13,13.5,5.2,2.3
3769,Basilique Damous Karita,Beit El Hikma,1111,1.11,13.3,5.1,2.2
3770,Basilique Damous Karita,Musee Oceanographique (Dar El Hout),2094,2.09,25.1,9.7,4.2
3771,Basilique Damous Karita,Amphitheatre De  Carthage,1562,1.56,18.7,7.2,3.1
3772,Basilique Damous Karita,Rotonde ( Rotonde de Damous El Karita),126,0.13,1.5,0.6,0.3
3773,Basilique Damous Karita,Basilique Maiorum,697,0.7,8.4,3.2,1.4
3774,Basilique Damous Karita,Basilique Saint Cyprien,603,0.6,7.2,2.8,1.2
3775,Basilique Damous Karita,Musee Paleochretien Basilique de Cartagena,1573,1.57,18.9,7.3,3.1
3776,Basilique Damous Karita,Citernes de la Malaga,1121,1.12,13.5,5.2,2.2
3777,Basilique Damous Karita,Cirque,1863,1.86,22.4,8.6,3.7
3778,Basilique Damous Karita,Edifice à colonnes (Jockey club de Carthage),752,0.75,9.0,3.5,1.5
3779,Basilique Damous Karita,Maison de la chasse aux sangliers,675,0.68,8.1,3.1,1.4
3780,Basilique Damous Karita,Odeon,324,0.32,3.9,1.5,0.6
3781,Basilique Damous Karita,Mosquée Imam Malek Ibn Anas,383,0.38,4.6,1.8,0.8
3782,Basilique Damous Karita,Monument circulaire,574,0.57,6.9,2.7,1.1
3783,Basilique Damous Karita,Monument circulaire(Martyrium),526,0.53,6.3,2.4,1.1
3784,Basilique Damous Karita,Basilique chretienne,533,0.53,6.4,2.5,1.1
3785,Basilique Damous Karita,Triconque,527,0.53,6.3,2.4,1.1
3786,Basilique Damous Karita,Basilique Bir Ftouha,897,0.9,10.8,4.1,1.8
3787,Basilique Damous Karita,Maison de la course de chars,909,0.91,10.9,4.2,1.8
3788,Basilique Damous Karita,Monument a absides,905,0.91,10.9,4.2,1.8
3789,Basilique Damous Karita,Basilique Bir Messaouda,1276,1.28,15.3,5.9,2.6
3790,Basilique Damous Karita,Quartier Didon,1212,1.21,14.5,5.6,2.4
3791,Basilique Damous Karita,Temple d'Apollon,1236,1.24,14.8,5.7,2.5
3792,Basilique Damous Karita,Citernes Dar Saniet,904,0.9,10.8,4.2,1.8
3793,Basilique Damous Karita,Crypte archeologique,950,0.95,11.4,4.4,1.9
3794,Basilique Damous Karita,Chapelle sainte monique,676,0.68,8.1,3.1,1.4
3795,Basilique Damous Karita,Palais Essaada,2093,2.09,25.1,9.7,4.2
3796,Basilique Damous Karita,Palais Abdellia,2148,2.15,25.8,9.9,4.3
3797,Basilique Damous Karita,Arrondissement de la Marsa Medina,2551,2.55,30.6,11.8,5.1
3798,Basilique Damous Karita,Palais Ahmed Bey,2424,2.42,29.1,11.2,4.8
3799,Basilique Damous Karita,Cafe Houas,2397,2.4,28.8,11.1,4.8
3800,Basilique Damous Karita,Cafe Safsaf,2417,2.42,29.0,11.2,4.8
3801,Basilique Damous Karita,Kobbet el Houwa,2726,2.73,32.7,12.6,5.5
3802,Basilique Damous Karita,Cafe El Hafsi,2444,2.44,29.3,11.3,4.9
3803,Basilique Damous Karita,Palais Ksar Ettej,2247,2.25,27.0,10.4,4.5
3804,Basilique Damous Karita,Le Vieux Souk,2358,2.36,28.3,10.9,4.7
3805,Basilique Damous Karita,Les vistiges de plage d'amilcar (carthage),1094,1.09,13.1,5.1,2.2
3806,Basilique Damous Karita,Acropolium de Carthage,1115,1.12,13.4,5.1,2.2
3807,Rotonde ( Rotonde de Damous El Karita),Theatre,527,0.53,6.3,2.4,1.1
3808,Rotonde ( Rotonde de Damous El Karita),Parc des villas romaines,485,0.48,5.8,2.2,1.0
3809,Rotonde ( Rotonde de Damous El Karita),Monastere de Bigua (maison de Tellus),483,0.48,5.8,2.2,1.0
3810,Rotonde ( Rotonde de Damous El Karita),Maison du Cryptoportique,417,0.42,5.0,1.9,0.8
3811,Rotonde ( Rotonde de Damous El Karita),Maison de la Basilique,329,0.33,3.9,1.5,0.7
3812,Rotonde ( Rotonde de Damous El Karita),Maison de la Volière,359,0.36,4.3,1.7,0.7
3813,Rotonde ( Rotonde de Damous El Karita),Maison de la Rotonde,387,0.39,4.6,1.8,0.8
3814,Rotonde ( Rotonde de Damous El Karita),Maison des Lions,386,0.39,4.6,1.8,0.8
3815,Rotonde ( Rotonde de Damous El Karita),Nécropole punique (Parc des villas romaines),394,0.39,4.7,1.8,0.8
3816,Rotonde ( Rotonde de Damous El Karita),Nymphée,472,0.47,5.7,2.2,0.9
3817,Rotonde ( Rotonde de Damous El Karita),Muraille de Thedose,98,0.1,1.2,0.5,0.2
3818,Rotonde ( Rotonde de Damous El Karita),Parc des thermes d'Antonin,795,0.8,9.5,3.7,1.6
3819,Rotonde ( Rotonde de Damous El Karita),Chapelle d’Asterius,746,0.75,8.9,3.4,1.5
3820,Rotonde ( Rotonde de Damous El Karita),Four punique,696,0.7,8.3,3.2,1.4
3821,Rotonde ( Rotonde de Damous El Karita),Maison de la cachette,653,0.65,7.8,3.0,1.3
3822,Rotonde ( Rotonde de Damous El Karita),Tombe de la Nécropole punique,731,0.73,8.8,3.4,1.5
3823,Rotonde ( Rotonde de Damous El Karita),Basiliques byzantines,687,0.69,8.2,3.2,1.4
3824,Rotonde ( Rotonde de Damous El Karita),Scholla,724,0.72,8.7,3.3,1.4
3825,Rotonde ( Rotonde de Damous El Karita),Maison de Dionysos,697,0.7,8.4,3.2,1.4
3826,Rotonde ( Rotonde de Damous El Karita),Nécropole punique (Parc des thermes d'antonin),735,0.73,8.8,3.4,1.5
3827,Rotonde ( Rotonde de Damous El Karita),Thermes d'Antonin,803,0.8,9.6,3.7,1.6
3828,Rotonde ( Rotonde de Damous El Karita),Latrines publiques,838,0.84,10.1,3.9,1.7
3829,Rotonde ( Rotonde de Damous El Karita),Quartier Magon,1064,1.06,12.8,4.9,2.1
3830,Rotonde ( Rotonde de Damous El Karita),Tophet,2254,2.25,27.0,10.4,4.5
3831,Rotonde ( Rotonde de Damous El Karita),Ports puniques,1959,1.96,23.5,9.0,3.9
3832,Rotonde ( Rotonde de Damous El Karita),Port militaire,1848,1.85,22.2,8.5,3.7
3833,Rotonde ( Rotonde de Damous El Karita),Port marchand,2024,2.02,24.3,9.3,4.0
3834,Rotonde ( Rotonde de Damous El Karita),Ilot de l’Amirauté,1810,1.81,21.7,8.4,3.6
3835,Rotonde ( Rotonde de Damous El Karita),Temple,1824,1.82,21.9,8.4,3.6
3836,Rotonde ( Rotonde de Damous El Karita),Hangar,1825,1.82,21.9,8.4,3.6
3837,Rotonde ( Rotonde de Damous El Karita),Colline de Byrsa,1064,1.06,12.8,4.9,2.1
3838,Rotonde ( Rotonde de Damous El Karita),Bibliotheque Tabularium,1075,1.08,12.9,5.0,2.2
3839,Rotonde ( Rotonde de Damous El Karita),Temple prostyle,1118,1.12,13.4,5.2,2.2
3840,Rotonde ( Rotonde de Damous El Karita),Grand Temple d'Esculape (d'Eshmoun),1058,1.06,12.7,4.9,2.1
3841,Rotonde ( Rotonde de Damous El Karita),Emplacement probable de la Basilique judiciaire,992,0.99,11.9,4.6,2.0
3842,Rotonde ( Rotonde de Damous El Karita),"Absides ""Beule"" en contrebas",987,0.99,11.8,4.6,2.0
3843,Rotonde ( Rotonde de Damous El Karita),Tombeaux puniques,1121,1.12,13.4,5.2,2.2
3844,Rotonde ( Rotonde de Damous El Karita),Musee national,990,0.99,11.9,4.6,2.0
3845,Rotonde ( Rotonde de Damous El Karita),Tombeau punique (Ariche),1059,1.06,12.7,4.9,2.1
3846,Rotonde ( Rotonde de Damous El Karita),Emplacement de la Chapelle Saint Louis,987,0.99,11.8,4.6,2.0
3847,Rotonde ( Rotonde de Damous El Karita),Emplacement probable de la curie,1045,1.05,12.5,4.8,2.1
3848,Rotonde ( Rotonde de Damous El Karita),Quartier Punique (Quartier Hannibal),1078,1.08,12.9,5.0,2.2
3849,Rotonde ( Rotonde de Damous El Karita),Cathedrale Saint Louis,1003,1.0,12.0,4.6,2.0
3850,Rotonde ( Rotonde de Damous El Karita),Beit El Hikma,1045,1.05,12.5,4.8,2.1
3851,Rotonde ( Rotonde de Damous El Karita),Musee Oceanographique (Dar El Hout),1995,2.0,23.9,9.2,4.0
3852,Rotonde ( Rotonde de Damous El Karita),Amphitheatre De  Carthage,1441,1.44,17.3,6.7,2.9
3853,Rotonde ( Rotonde de Damous El Karita),Basilique Damous Karita,126,0.13,1.5,0.6,0.3
3854,Rotonde ( Rotonde de Damous El Karita),Basilique Maiorum,807,0.81,9.7,3.7,1.6
3855,Rotonde ( Rotonde de Damous El Karita),Basilique Saint Cyprien,726,0.73,8.7,3.4,1.5
3856,Rotonde ( Rotonde de Damous El Karita),Musee Paleochretien Basilique de Cartagena,1466,1.47,17.6,6.8,2.9
3857,Rotonde ( Rotonde de Damous El Karita),Citernes de la Malaga,1009,1.01,12.1,4.7,2.0
3858,Rotonde ( Rotonde de Damous El Karita),Cirque,1738,1.74,20.9,8.0,3.5
3859,Rotonde ( Rotonde de Damous El Karita),Edifice à colonnes (Jockey club de Carthage),628,0.63,7.5,2.9,1.3
3860,Rotonde ( Rotonde de Damous El Karita),Maison de la chasse aux sangliers,565,0.56,6.8,2.6,1.1
3861,Rotonde ( Rotonde de Damous El Karita),Odeon,242,0.24,2.9,1.1,0.5
3862,Rotonde ( Rotonde de Damous El Karita),Mosquée Imam Malek Ibn Anas,265,0.27,3.2,1.2,0.5
3863,Rotonde ( Rotonde de Damous El Karita),Monument circulaire,451,0.45,5.4,2.1,0.9
3864,Rotonde ( Rotonde de Damous El Karita),Monument circulaire(Martyrium),409,0.41,4.9,1.9,0.8
3865,Rotonde ( Rotonde de Damous El Karita),Basilique chretienne,410,0.41,4.9,1.9,0.8
3866,Rotonde ( Rotonde de Damous El Karita),Triconque,407,0.41,4.9,1.9,0.8
3867,Rotonde ( Rotonde de Damous El Karita),Basilique Bir Ftouha,916,0.92,11.0,4.2,1.8
3868,Rotonde ( Rotonde de Damous El Karita),Maison de la course de chars,799,0.8,9.6,3.7,1.6
3869,Rotonde ( Rotonde de Damous El Karita),Monument a absides,793,0.79,9.5,3.7,1.6
3870,Rotonde ( Rotonde de Damous El Karita),Basilique Bir Messaouda,1177,1.18,14.1,5.4,2.4
3871,Rotonde ( Rotonde de Damous El Karita),Quartier Didon,1119,1.12,13.4,5.2,2.2
3872,Rotonde ( Rotonde de Damous El Karita),Temple d'Apollon,1142,1.14,13.7,5.3,2.3
3873,Rotonde ( Rotonde de Damous El Karita),Citernes Dar Saniet,1029,1.03,12.3,4.7,2.1
3874,Rotonde ( Rotonde de Damous El Karita),Crypte archeologique,829,0.83,10.0,3.8,1.7
3875,Rotonde ( Rotonde de Damous El Karita),Chapelle sainte monique,781,0.78,9.4,3.6,1.6
3876,Rotonde ( Rotonde de Damous El Karita),Palais Essaada,2169,2.17,26.0,10.0,4.3
3877,Rotonde ( Rotonde de Damous El Karita),Palais Abdellia,2205,2.2,26.5,10.2,4.4
3878,Rotonde ( Rotonde de Damous El Karita),Arrondissement de la Marsa Medina,2623,2.62,31.5,12.1,5.2
3879,Rotonde ( Rotonde de Damous El Karita),Palais Ahmed Bey,2505,2.5,30.1,11.6,5.0
3880,Rotonde ( Rotonde de Damous El Karita),Cafe Houas,2478,2.48,29.7,11.4,5.0
3881,Rotonde ( Rotonde de Damous El Karita),Cafe Safsaf,2499,2.5,30.0,11.5,5.0
3882,Rotonde ( Rotonde de Damous El Karita),Kobbet el Houwa,2816,2.82,33.8,13.0,5.6
3883,Rotonde ( Rotonde de Damous El Karita),Cafe El Hafsi,2533,2.53,30.4,11.7,5.1
3884,Rotonde ( Rotonde de Damous El Karita),Palais Ksar Ettej,2328,2.33,27.9,10.7,4.7
3885,Rotonde ( Rotonde de Damous El Karita),Le Vieux Souk,2441,2.44,29.3,11.3,4.9
3886,Rotonde ( Rotonde de Damous El Karita),Les vistiges de plage d'amilcar (carthage),1220,1.22,14.6,5.6,2.4
3887,Rotonde ( Rotonde de Damous El Karita),Acropolium de Carthage,992,0.99,11.9,4.6,2.0
3888,Basilique Maiorum,Theatre,1331,1.33,16.0,6.1,2.7
3889,Basilique Maiorum,Parc des villas romaines,1232,1.23,14.8,5.7,2.5
3890,Basilique Maiorum,Monastere de Bigua (maison de Tellus),1207,1.21,14.5,5.6,2.4
3891,Basilique Maiorum,Maison du Cryptoportique,1151,1.15,13.8,5.3,2.3
3892,Basilique Maiorum,Maison de la Basilique,1076,1.08,12.9,5.0,2.2
3893,Basilique Maiorum,Maison de la Volière,1086,1.09,13.0,5.0,2.2
3894,Basilique Maiorum,Maison de la Rotonde,1096,1.1,13.2,5.1,2.2
3895,Basilique Maiorum,Maison des Lions,1034,1.03,12.4,4.8,2.1
3896,Basilique Maiorum,Nécropole punique (Parc des villas romaines),1165,1.16,14.0,5.4,2.3
3897,Basilique Maiorum,Nymphée,1217,1.22,14.6,5.6,2.4
3898,Basilique Maiorum,Muraille de Thedose,902,0.9,10.8,4.2,1.8
3899,Basilique Maiorum,Parc des thermes d'Antonin,1493,1.49,17.9,6.9,3.0
3900,Basilique Maiorum,Chapelle d’Asterius,1446,1.45,17.4,6.7,2.9
3901,Basilique Maiorum,Four punique,1417,1.42,17.0,6.5,2.8
3902,Basilique Maiorum,Maison de la cachette,1388,1.39,16.7,6.4,2.8
3903,Basilique Maiorum,Tombe de la Nécropole punique,1388,1.39,16.7,6.4,2.8
3904,Basilique Maiorum,Basiliques byzantines,1400,1.4,16.8,6.5,2.8
3905,Basilique Maiorum,Scholla,1427,1.43,17.1,6.6,2.9
3906,Basilique Maiorum,Maison de Dionysos,1376,1.38,16.5,6.3,2.8
3907,Basilique Maiorum,Nécropole punique (Parc des thermes d'antonin),1394,1.39,16.7,6.4,2.8
3908,Basilique Maiorum,Thermes d'Antonin,1431,1.43,17.2,6.6,2.9
3909,Basilique Maiorum,Latrines publiques,1505,1.51,18.1,6.9,3.0
3910,Basilique Maiorum,Quartier Magon,1791,1.79,21.5,8.3,3.6
3911,Basilique Maiorum,Tophet,3055,3.06,36.7,14.1,6.1
3912,Basilique Maiorum,Ports puniques,2752,2.75,33.0,12.7,5.5
3913,Basilique Maiorum,Port militaire,2642,2.64,31.7,12.2,5.3
3914,Basilique Maiorum,Port marchand,2817,2.82,33.8,13.0,5.6
3915,Basilique Maiorum,Ilot de l’Amirauté,2605,2.6,31.3,12.0,5.2
3916,Basilique Maiorum,Temple,2619,2.62,31.4,12.1,5.2
3917,Basilique Maiorum,Hangar,2623,2.62,31.5,12.1,5.2
3918,Basilique Maiorum,Colline de Byrsa,1859,1.86,22.3,8.6,3.7
3919,Basilique Maiorum,Bibliotheque Tabularium,1876,1.88,22.5,8.7,3.8
3920,Basilique Maiorum,Temple prostyle,1918,1.92,23.0,8.9,3.8
3921,Basilique Maiorum,Grand Temple d'Esculape (d'Eshmoun),1862,1.86,22.3,8.6,3.7
3922,Basilique Maiorum,Emplacement probable de la Basilique judiciaire,1799,1.8,21.6,8.3,3.6
3923,Basilique Maiorum,"Absides ""Beule"" en contrebas",1794,1.79,21.5,8.3,3.6
3924,Basilique Maiorum,Tombeaux puniques,1922,1.92,23.1,8.9,3.8
3925,Basilique Maiorum,Musee national,1793,1.79,21.5,8.3,3.6
3926,Basilique Maiorum,Tombeau punique (Ariche),1857,1.86,22.3,8.6,3.7
3927,Basilique Maiorum,Emplacement de la Chapelle Saint Louis,1793,1.79,21.5,8.3,3.6
3928,Basilique Maiorum,Emplacement probable de la curie,1842,1.84,22.1,8.5,3.7
3929,Basilique Maiorum,Quartier Punique (Quartier Hannibal),1883,1.88,22.6,8.7,3.8
3930,Basilique Maiorum,Cathedrale Saint Louis,1797,1.8,21.6,8.3,3.6
3931,Basilique Maiorum,Beit El Hikma,1768,1.77,21.2,8.2,3.5
3932,Basilique Maiorum,Musee Oceanographique (Dar El Hout),2788,2.79,33.5,12.9,5.6
3933,Basilique Maiorum,Amphitheatre De  Carthage,2100,2.1,25.2,9.7,4.2
3934,Basilique Maiorum,Basilique Damous Karita,697,0.7,8.4,3.2,1.4
3935,Basilique Maiorum,Rotonde ( Rotonde de Damous El Karita),807,0.81,9.7,3.7,1.6
3936,Basilique Maiorum,Basilique Saint Cyprien,485,0.48,5.8,2.2,1.0
3937,Basilique Maiorum,Musee Paleochretien Basilique de Cartagena,2269,2.27,27.2,10.5,4.5
3938,Basilique Maiorum,Citernes de la Malaga,1615,1.62,19.4,7.5,3.2
3939,Basilique Maiorum,Cirque,2489,2.49,29.9,11.5,5.0
3940,Basilique Maiorum,Edifice à colonnes (Jockey club de Carthage),1421,1.42,17.1,6.6,2.8
3941,Basilique Maiorum,Maison de la chasse aux sangliers,1371,1.37,16.4,6.3,2.7
3942,Basilique Maiorum,Odeon,1018,1.02,12.2,4.7,2.0
3943,Basilique Maiorum,Mosquée Imam Malek Ibn Anas,1073,1.07,12.9,5.0,2.1
3944,Basilique Maiorum,Monument circulaire,1251,1.25,15.0,5.8,2.5
3945,Basilique Maiorum,Monument circulaire(Martyrium),1215,1.22,14.6,5.6,2.4
3946,Basilique Maiorum,Basilique chretienne,1210,1.21,14.5,5.6,2.4
3947,Basilique Maiorum,Triconque,1212,1.21,14.5,5.6,2.4
3948,Basilique Maiorum,Basilique Bir Ftouha,748,0.75,9.0,3.5,1.5
3949,Basilique Maiorum,Maison de la course de chars,1605,1.6,19.3,7.4,3.2
3950,Basilique Maiorum,Monument a absides,1600,1.6,19.2,7.4,3.2
3951,Basilique Maiorum,Basilique Bir Messaouda,1971,1.97,23.7,9.1,3.9
3952,Basilique Maiorum,Quartier Didon,1903,1.9,22.8,8.8,3.8
3953,Basilique Maiorum,Temple d'Apollon,1927,1.93,23.1,8.9,3.9
3954,Basilique Maiorum,Citernes Dar Saniet,569,0.57,6.8,2.6,1.1
3955,Basilique Maiorum,Crypte archeologique,1632,1.63,19.6,7.5,3.3
3956,Basilique Maiorum,Chapelle sainte monique,763,0.76,9.2,3.5,1.5
3957,Basilique Maiorum,Palais Essaada,1480,1.48,17.8,6.8,3.0
3958,Basilique Maiorum,Palais Abdellia,1619,1.62,19.4,7.5,3.2
3959,Basilique Maiorum,Arrondissement de la Marsa Medina,1943,1.94,23.3,9.0,3.9
3960,Basilique Maiorum,Palais Ahmed Bey,1788,1.79,21.5,8.3,3.6
3961,Basilique Maiorum,Cafe Houas,1758,1.76,21.1,8.1,3.5
3962,Basilique Maiorum,Cafe Safsaf,1774,1.77,21.3,8.2,3.5
3963,Basilique Maiorum,Kobbet el Houwa,2060,2.06,24.7,9.5,4.1
3964,Basilique Maiorum,Cafe El Hafsi,1783,1.78,21.4,8.2,3.6
3965,Basilique Maiorum,Palais Ksar Ettej,1611,1.61,19.3,7.4,3.2
3966,Basilique Maiorum,Le Vieux Souk,1716,1.72,20.6,7.9,3.4
3967,Basilique Maiorum,Les vistiges de plage d'amilcar (carthage),662,0.66,7.9,3.1,1.3
3968,Basilique Maiorum,Acropolium de Carthage,1786,1.79,21.4,8.2,3.6
3969,Basilique Saint Cyprien,Theatre,1162,1.16,13.9,5.4,2.3
3970,Basilique Saint Cyprien,Parc des villas romaines,986,0.99,11.8,4.6,2.0
3971,Basilique Saint Cyprien,Monastere de Bigua (maison de Tellus),945,0.94,11.3,4.4,1.9
3972,Basilique Saint Cyprien,Maison du Cryptoportique,907,0.91,10.9,4.2,1.8
3973,Basilique Saint Cyprien,Maison de la Basilique,859,0.86,10.3,4.0,1.7
3974,Basilique Saint Cyprien,Maison de la Volière,849,0.85,10.2,3.9,1.7
3975,Basilique Saint Cyprien,Maison de la Rotonde,843,0.84,10.1,3.9,1.7
3976,Basilique Saint Cyprien,Maison des Lions,755,0.76,9.1,3.5,1.5
3977,Basilique Saint Cyprien,Nécropole punique (Parc des villas romaines),954,0.95,11.4,4.4,1.9
3978,Basilique Saint Cyprien,Nymphée,971,0.97,11.7,4.5,1.9
3979,Basilique Saint Cyprien,Muraille de Thedose,790,0.79,9.5,3.6,1.6
3980,Basilique Saint Cyprien,Parc des thermes d'Antonin,1176,1.18,14.1,5.4,2.4
3981,Basilique Saint Cyprien,Chapelle d’Asterius,1135,1.14,13.6,5.2,2.3
3982,Basilique Saint Cyprien,Four punique,1126,1.13,13.5,5.2,2.3
3983,Basilique Saint Cyprien,Maison de la cachette,1112,1.11,13.3,5.1,2.2
3984,Basilique Saint Cyprien,Tombe de la Nécropole punique,1052,1.05,12.6,4.9,2.1
3985,Basilique Saint Cyprien,Basiliques byzantines,1103,1.1,13.2,5.1,2.2
3986,Basilique Saint Cyprien,Scholla,1119,1.12,13.4,5.2,2.2
3987,Basilique Saint Cyprien,Maison de Dionysos,1056,1.06,12.7,4.9,2.1
3988,Basilique Saint Cyprien,Nécropole punique (Parc des thermes d'antonin),1060,1.06,12.7,4.9,2.1
3989,Basilique Saint Cyprien,Thermes d'Antonin,1074,1.07,12.9,5.0,2.1
3990,Basilique Saint Cyprien,Latrines publiques,1165,1.16,14.0,5.4,2.3
3991,Basilique Saint Cyprien,Quartier Magon,1477,1.48,17.7,6.8,3.0
3992,Basilique Saint Cyprien,Tophet,2820,2.82,33.8,13.0,5.6
3993,Basilique Saint Cyprien,Ports puniques,2495,2.49,29.9,11.5,5.0
3994,Basilique Saint Cyprien,Port militaire,2389,2.39,28.7,11.0,4.8
3995,Basilique Saint Cyprien,Port marchand,2558,2.56,30.7,11.8,5.1
3996,Basilique Saint Cyprien,Ilot de l’Amirauté,2356,2.36,28.3,10.9,4.7
3997,Basilique Saint Cyprien,Temple,2371,2.37,28.5,10.9,4.7
3998,Basilique Saint Cyprien,Hangar,2381,2.38,28.6,11.0,4.8
3999,Basilique Saint Cyprien,Colline de Byrsa,1755,1.76,21.1,8.1,3.5
4000,Basilique Saint Cyprien,Bibliotheque Tabularium,1755,1.75,21.1,8.1,3.5
4001,Basilique Saint Cyprien,Temple prostyle,1797,1.8,21.6,8.3,3.6
4002,Basilique Saint Cyprien,Grand Temple d'Esculape (d'Eshmoun),1726,1.73,20.7,8.0,3.5
4003,Basilique Saint Cyprien,Emplacement probable de la Basilique judiciaire,1646,1.65,19.7,7.6,3.3
4004,Basilique Saint Cyprien,"Absides ""Beule"" en contrebas",1636,1.64,19.6,7.5,3.3
4005,Basilique Saint Cyprien,Tombeaux puniques,1796,1.8,21.6,8.3,3.6
4006,Basilique Saint Cyprien,Musee national,1665,1.66,20.0,7.7,3.3
4007,Basilique Saint Cyprien,Tombeau punique (Ariche),1743,1.74,20.9,8.0,3.5
4008,Basilique Saint Cyprien,Emplacement de la Chapelle Saint Louis,1644,1.64,19.7,7.6,3.3
4009,Basilique Saint Cyprien,Emplacement probable de la curie,1733,1.73,20.8,8.0,3.5
4010,Basilique Saint Cyprien,Quartier Punique (Quartier Hannibal),1742,1.74,20.9,8.0,3.5
4011,Basilique Saint Cyprien,Cathedrale Saint Louis,1697,1.7,20.4,7.8,3.4
4012,Basilique Saint Cyprien,Beit El Hikma,1451,1.45,17.4,6.7,2.9
4013,Basilique Saint Cyprien,Musee Oceanographique (Dar El Hout),2529,2.53,30.3,11.7,5.1
4014,Basilique Saint Cyprien,Amphitheatre De  Carthage,2163,2.16,26.0,10.0,4.3
4015,Basilique Saint Cyprien,Basilique Damous Karita,603,0.6,7.2,2.8,1.2
4016,Basilique Saint Cyprien,Rotonde ( Rotonde de Damous El Karita),726,0.73,8.7,3.4,1.5
4017,Basilique Saint Cyprien,Basilique Maiorum,485,0.48,5.8,2.2,1.0
4018,Basilique Saint Cyprien,Musee Paleochretien Basilique de Cartagena,2053,2.05,24.6,9.5,4.1
4019,Basilique Saint Cyprien,Citernes de la Malaga,1713,1.71,20.6,7.9,3.4
4020,Basilique Saint Cyprien,Cirque,2455,2.46,29.5,11.3,4.9
4021,Basilique Saint Cyprien,Edifice à colonnes (Jockey club de Carthage),1333,1.33,16.0,6.2,2.7
4022,Basilique Saint Cyprien,Maison de la chasse aux sangliers,1209,1.21,14.5,5.6,2.4
4023,Basilique Saint Cyprien,Odeon,841,0.84,10.1,3.9,1.7
4024,Basilique Saint Cyprien,Mosquée Imam Malek Ibn Anas,955,0.95,11.5,4.4,1.9
4025,Basilique Saint Cyprien,Monument circulaire,1154,1.15,13.9,5.3,2.3
4026,Basilique Saint Cyprien,Monument circulaire(Martyrium),1090,1.09,13.1,5.0,2.2
4027,Basilique Saint Cyprien,Basilique chretienne,1115,1.12,13.4,5.1,2.2
4028,Basilique Saint Cyprien,Triconque,1099,1.1,13.2,5.1,2.2
4029,Basilique Saint Cyprien,Basilique Bir Ftouha,1143,1.14,13.7,5.3,2.3
4030,Basilique Saint Cyprien,Maison de la course de chars,1426,1.43,17.1,6.6,2.9
4031,Basilique Saint Cyprien,Monument a absides,1431,1.43,17.2,6.6,2.9
4032,Basilique Saint Cyprien,Basilique Bir Messaouda,1735,1.74,20.8,8.0,3.5
4033,Basilique Saint Cyprien,Quartier Didon,1650,1.65,19.8,7.6,3.3
4034,Basilique Saint Cyprien,Temple d'Apollon,1675,1.67,20.1,7.7,3.3
4035,Basilique Saint Cyprien,Citernes Dar Saniet,306,0.31,3.7,1.4,0.6
4036,Basilique Saint Cyprien,Crypte archeologique,1509,1.51,18.1,7.0,3.0
4037,Basilique Saint Cyprien,Chapelle sainte monique,280,0.28,3.4,1.3,0.6
4038,Basilique Saint Cyprien,Palais Essaada,1933,1.93,23.2,8.9,3.9
4039,Basilique Saint Cyprien,Palais Abdellia,2098,2.1,25.2,9.7,4.2
4040,Basilique Saint Cyprien,Arrondissement de la Marsa Medina,2394,2.39,28.7,11.0,4.8
4041,Basilique Saint Cyprien,Palais Ahmed Bey,2221,2.22,26.7,10.3,4.4
4042,Basilique Saint Cyprien,Cafe Houas,2190,2.19,26.3,10.1,4.4
4043,Basilique Saint Cyprien,Cafe Safsaf,2203,2.2,26.4,10.2,4.4
4044,Basilique Saint Cyprien,Kobbet el Houwa,2458,2.46,29.5,11.3,4.9
4045,Basilique Saint Cyprien,Cafe El Hafsi,2191,2.19,26.3,10.1,4.4
4046,Basilique Saint Cyprien,Palais Ksar Ettej,2047,2.05,24.6,9.4,4.1
4047,Basilique Saint Cyprien,Le Vieux Souk,2145,2.14,25.7,9.9,4.3
4048,Basilique Saint Cyprien,Les vistiges de plage d'amilcar (carthage),504,0.5,6.0,2.3,1.0
4049,Basilique Saint Cyprien,Acropolium de Carthage,1687,1.69,20.2,7.8,3.4
4050,Musee Paleochretien Basilique de Cartagena,Theatre,940,0.94,11.3,4.3,1.9
4051,Musee Paleochretien Basilique de Cartagena,Parc des villas romaines,1067,1.07,12.8,4.9,2.1
