user_id;preference_fonction;preference_epoque;mobilite;transport;budget_max;duree_visite_min;zone;type_tarif;nb_pois;liste_pois
user_1764;religieux, Equipement, musee;Romaine, Punique;normale;vélo;58;130;Carthage;enseignant;3;Ports puniques | Parc des villas romaines | Theatre
user_1765;religieux, musee;Beylicale Houssainite, Romaine;normale;vélo;90;201;Carthage;retraité;8;"Beit El Hikma | Theatre | Parc des villas romaines | antonin)"",  | ,  | ,  | , "
user_1766;culturel, Equipement;Punique, Romaine, Beylicale Houssainite;normale;voiture;143;153;Carthage;enfant;9;"Tophet | Ports puniques | La colline de Byrsa | Theatre | Quartier Magon | Parc des villas romaines | antonin)"",  | , "
user_1767;culturel, musee, Equipement;Punique, Beylicale Houssainite, Romaine;réduite;voiture;80;180;Carthage;resident;3;Tophet | La colline de Byrsa | Ports puniques
user_1768;habitation, musee, religieux;Coloniale;normale;à pied;47;197;Carthage;enseignant;6;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques | Tophet
user_1771;religieux, musee;Punique, Romaine, Coloniale;normale;voiture;83;164;Carthage;enfant;3;"antonin)"",  | , "
user_1772;Equipement;Coloniale;normale;voiture;80;191;Carthage;enseignant;3;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon
user_1773;habitation, Equipement;Coloniale, Beylicale Houssainite, Punique;normale;à pied;43;124;Carthage;enfant;6;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Quartier Magon | Parc des villas romaines | Ports puniques | Tophet
user_1774;Equipement, culturel;Beylicale Houssainite, Coloniale, Romaine;réduite;voiture;125;196;Carthage;retraité;9;Beit El Hikma | Ports puniques | Musee Oceanographique (Dar El Hout) | Theatre | La colline de Byrsa | Parc des villas romaines | Tophet | Quartier Magon
user_1775;musee, habitation, culturel;Romaine, Punique, Beylicale Houssainite;normale;voiture;140;125;Carthage;retraité;9;Parc des villas romaines | Quartier Magon | Theatre | La colline de Byrsa | Ports puniques | Tophet | Beit El Hikma | Musee Oceanographique (Dar El Hout)
user_1777;Equipement, religieux;Punique, Romaine;normale;vélo;64;190;Carthage;étudiant;3;"Ports puniques | antonin)"", "
user_1778;Equipement, musee;Beylicale Houssainite, Coloniale;réduite;taxi;198;101;Carthage;enfant;9;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Parc des villas romaines | Theatre | La colline de Byrsa
user_1779;habitation, musee;Beylicale Houssainite;réduite;voiture;110;209;Carthage;enfant;8;Beit El Hikma | Quartier Magon | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Theatre | La colline de Byrsa
user_1780;religieux, Equipement;Romaine, Coloniale, Punique;normale;vélo;69;111;Carthage;étudiant;4;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon
user_1781;Equipement;Coloniale;réduite;voiture;131;217;Carthage;enfant;9;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma | Parc des villas romaines | Theatre | La colline de Byrsa
user_1782;culturel, habitation, religieux;Beylicale Houssainite, Punique, Coloniale;réduite;à pied;35;139;Carthage;étranger;4;Beit El Hikma | Tophet | Quartier Magon | La colline de Byrsa
user_1783;religieux, musee;Romaine;normale;à pied;44;218;Carthage;étranger;4;Theatre | Parc des villas romaines | Quartier Magon | Ports puniques
user_1785;musee, religieux, habitation;Beylicale Houssainite;réduite;à pied;16;162;Carthage;étranger;3;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Quartier Magon
user_1787;habitation, Equipement;Romaine, Punique, Beylicale Houssainite;réduite;taxi;143;184;Carthage;étudiant;5;Parc des villas romaines | Quartier Magon | Ports puniques | Beit El Hikma | Theatre
user_1788;habitation, culturel;Coloniale, Beylicale Houssainite;normale;voiture;80;93;Carthage;enfant;4;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Quartier Magon | Parc des villas romaines
user_1791;religieux, habitation, Equipement;Punique, Coloniale, Romaine;normale;voiture;146;168;Carthage;enfant;9;"Quartier Magon | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_1792;habitation, religieux;Coloniale, Romaine, Beylicale Houssainite;réduite;taxi;187;165;Carthage;resident;9;Parc des villas romaines | Quartier Magon | Beit El Hikma | Musee Oceanographique (Dar El Hout) | Theatre | Ports puniques | La colline de Byrsa | Tophet
user_1793;culturel, habitation, musee;Romaine;réduite;taxi;184;181;Carthage;enfant;9;Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa | Tophet | Ports puniques | Beit El Hikma | Musee Oceanographique (Dar El Hout)
user_1794;Equipement, culturel, musee;Romaine;réduite;à pied;31;158;Carthage;resident;3;Theatre | Ports puniques | Parc des villas romaines
user_1795;culturel, habitation, musee;Coloniale, Punique;normale;vélo;55;108;Carthage;retraité;3;Musee Oceanographique (Dar El Hout) | Tophet | La colline de Byrsa
user_1796;habitation;Romaine, Coloniale;réduite;taxi;185;125;Carthage;étudiant;9;Parc des villas romaines | Quartier Magon | Theatre | Ports puniques | Beit El Hikma | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Tophet
user_1797;Equipement, religieux;Romaine;normale;voiture;89;163;Carthage;étudiant;4;Ports puniques | Theatre | Parc des villas romaines | Quartier Magon
user_1800;musee, religieux;Beylicale Houssainite;normale;taxi;138;112;Carthage;resident;5;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet
user_1801;Equipement;Punique;normale;à pied;38;181;Carthage;étudiant;4;"Ports puniques | Tophet | antonin)"", "
user_1802;culturel, musee;Beylicale Houssainite, Coloniale, Punique;réduite;vélo;90;91;Carthage;enseignant;8;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Tophet | La colline de Byrsa | Theatre | Ports puniques | Quartier Magon | Parc des villas romaines
user_1804;Equipement, habitation;Coloniale, Beylicale Houssainite;réduite;voiture;137;136;Carthage;étudiant;9;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Ports puniques | Quartier Magon | Parc des villas romaines | Tophet | Theatre | La colline de Byrsa
user_1805;musee;Coloniale;normale;taxi;199;186;Carthage;étudiant;9;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma | Parc des villas romaines | Theatre | La colline de Byrsa
user_1807;religieux;Punique, Coloniale;réduite;taxi;135;106;Carthage;enseignant;3;"antonin)"",  | , "
user_1809;culturel;Punique, Coloniale, Beylicale Houssainite;réduite;à pied;29;221;Carthage;étranger;3;Tophet | La colline de Byrsa | Ports puniques
user_1810;habitation;Romaine, Punique, Coloniale;réduite;vélo;76;236;Carthage;retraité;5;Parc des villas romaines | Quartier Magon | Theatre | Ports puniques | La colline de Byrsa
user_1811;musee, religieux, Equipement;Beylicale Houssainite, Coloniale, Romaine;réduite;taxi;159;188;Carthage;enseignant;8;"Musee Oceanographique (Dar El Hout) | Beit El Hikma | Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | antonin)"", "
user_1812;Equipement, religieux;Coloniale;normale;voiture;103;134;Carthage;étranger;7;"Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma | antonin)"", "
user_1814;culturel, musee;Coloniale, Beylicale Houssainite;normale;à pied;44;222;Carthage;étranger;6;Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa | Beit El Hikma | Ports puniques
user_1815;habitation, religieux, Equipement;Romaine, Coloniale;réduite;voiture;97;199;Carthage;étudiant;6;Parc des villas romaines | Quartier Magon | Theatre | Ports puniques | Beit El Hikma | La colline de Byrsa
user_1816;musee, culturel, habitation;Punique;normale;taxi;143;119;Carthage;enseignant;4;Tophet | La colline de Byrsa | Quartier Magon | Ports puniques
user_1817;religieux, habitation;Beylicale Houssainite;réduite;voiture;95;210;Carthage;enseignant;6;"Beit El Hikma | antonin)"",  | ,  | ,  | , "
user_1819;habitation, culturel;Punique;normale;voiture;82;201;Carthage;enseignant;3;Quartier Magon | Tophet | Parc des villas romaines
user_1820;habitation, culturel, musee;Coloniale, Beylicale Houssainite, Punique;réduite;vélo;93;122;Carthage;enseignant;8;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Quartier Magon | Tophet | Parc des villas romaines | La colline de Byrsa | Ports puniques | Theatre
user_1821;habitation;Beylicale Houssainite, Coloniale, Romaine;réduite;taxi;137;122;Carthage;retraité;5;Beit El Hikma | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Theatre
user_1822;Equipement, habitation;Beylicale Houssainite, Romaine, Coloniale;normale;voiture;126;189;Carthage;enseignant;9;Beit El Hikma | Parc des villas romaines | Ports puniques | Quartier Magon | Theatre | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Tophet
user_1823;culturel, Equipement, religieux;Punique, Coloniale;normale;taxi;194;221;Carthage;resident;9;"Tophet | Ports puniques | La colline de Byrsa | antonin)"",  | ,  | ,  | ,  | , "
user_1826;culturel, religieux, musee;Coloniale, Beylicale Houssainite, Romaine;réduite;voiture;142;237;Carthage;étranger;9;Musee Oceanographique (Dar El Hout) | Theatre | Beit El Hikma | La colline de Byrsa | Tophet | Parc des villas romaines | Quartier Magon | Ports puniques
user_1827;musee, religieux;Coloniale;réduite;voiture;99;140;Carthage;étudiant;6;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma
user_1829;Equipement, musee;Beylicale Houssainite, Romaine;normale;vélo;94;138;Carthage;enfant;8;Beit El Hikma | Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Tophet
user_1830;Equipement;Romaine;réduite;voiture;82;143;Carthage;étranger;3;Ports puniques | Theatre | Parc des villas romaines
user_1831;musee, religieux, Equipement;Punique, Romaine;réduite;taxi;179;115;Carthage;étranger;9;"Ports puniques | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_1832;musee, religieux;Punique, Romaine, Beylicale Houssainite;réduite;à pied;43;225;Carthage;resident;4;"antonin)"",  | ,  | , "
user_1834;habitation;Punique, Beylicale Houssainite;réduite;taxi;165;94;Carthage;étudiant;8;"Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques | Tophet | antonin)"",  | , "
user_1835;habitation;Beylicale Houssainite;normale;taxi;135;98;Carthage;retraité;4;Beit El Hikma | Quartier Magon | Parc des villas romaines | Ports puniques
user_1836;culturel;Coloniale, Romaine, Beylicale Houssainite;réduite;voiture;120;138;Carthage;étranger;9;Theatre | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Parc des villas romaines | Tophet | Quartier Magon | Ports puniques | Beit El Hikma
user_1837;habitation;Punique;normale;vélo;99;186;Carthage;étranger;9;"Quartier Magon | Tophet | Parc des villas romaines | Ports puniques | antonin)"",  | ,  | ,  | , "
user_1838;Equipement, culturel, habitation;Beylicale Houssainite, Romaine;réduite;à pied;22;162;Carthage;étranger;3;Beit El Hikma | Theatre | Ports puniques
user_1840;habitation, religieux, Equipement;Punique;normale;voiture;110;185;Carthage;resident;7;"Quartier Magon | Ports puniques | antonin)"",  | ,  | ,  | , "
user_1843;habitation, religieux;Coloniale;normale;voiture;139;120;Carthage;resident;9;"Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques | Tophet | antonin)"",  | , "
user_1844;musee, culturel;Coloniale, Romaine;réduite;taxi;140;160;Carthage;étudiant;4;Musee Oceanographique (Dar El Hout) | Theatre | Parc des villas romaines | La colline de Byrsa
user_1845;Equipement, musee;Romaine, Coloniale, Punique;réduite;à pied;33;109;Carthage;enseignant;4;Ports puniques | Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Theatre
user_1846;religieux, habitation, musee;Punique, Romaine;normale;voiture;145;177;Carthage;resident;9;"Quartier Magon | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_1847;Equipement;Beylicale Houssainite, Romaine, Coloniale;réduite;taxi;123;130;Carthage;étudiant;3;Ports puniques | Beit El Hikma | Theatre
user_1848;habitation, Equipement, musee;Coloniale, Romaine;réduite;vélo;96;159;Carthage;enfant;8;Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Quartier Magon | Ports puniques | Beit El Hikma | Theatre | La colline de Byrsa | Tophet
user_1849;religieux, Equipement, habitation;Romaine, Punique;réduite;voiture;95;122;Carthage;étudiant;5;Ports puniques | Parc des villas romaines | Quartier Magon | Theatre
user_1851;habitation;Romaine, Punique;normale;taxi;137;105;Carthage;étranger;4;Parc des villas romaines | Quartier Magon | Theatre | Ports puniques
user_1852;habitation, religieux, culturel;Coloniale;normale;vélo;71;169;Carthage;resident;6;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Tophet
user_1854;musee, habitation, religieux;Punique, Coloniale, Romaine;normale;taxi;167;134;Carthage;resident;8;"Quartier Magon | Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Ports puniques | antonin)"",  | ,  | , "
user_1855;culturel, habitation, Equipement;Romaine;réduite;à pied;31;137;Carthage;étranger;3;Theatre | Parc des villas romaines | Quartier Magon
user_1857;musee;Punique;réduite;à pied;40;178;Carthage;étranger;4;"Tophet | Ports puniques | antonin)"", "
user_1858;religieux, Equipement, culturel;Punique, Coloniale, Romaine;réduite;à pied;37;199;Carthage;étudiant;4;"Ports puniques | antonin)"",  | , "
user_1860;habitation;Romaine, Beylicale Houssainite;réduite;voiture;85;117;Carthage;enseignant;4;Parc des villas romaines | Quartier Magon | Beit El Hikma | Theatre
user_1862;culturel;Romaine, Beylicale Houssainite, Coloniale;normale;à pied;40;220;Carthage;enseignant;5;Theatre | La colline de Byrsa | Parc des villas romaines | Beit El Hikma | Quartier Magon
user_1863;musee;Beylicale Houssainite;réduite;à pied;49;160;Carthage;étudiant;6;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Parc des villas romaines
user_1864;Equipement, habitation, religieux;Romaine, Punique;réduite;vélo;57;126;Carthage;étranger;3;Parc des villas romaines | Ports puniques | Quartier Magon
user_1865;Equipement;Punique, Romaine;réduite;à pied;28;214;Carthage;enfant;3;Ports puniques | Tophet | Quartier Magon
user_1868;culturel, religieux, musee;Beylicale Houssainite;réduite;taxi;143;191;Carthage;enseignant;5;Beit El Hikma | Tophet | Theatre | La colline de Byrsa
user_1876;habitation, Equipement;Beylicale Houssainite, Romaine, Punique;normale;à pied;31;188;Carthage;resident;4;Beit El Hikma | Parc des villas romaines | Quartier Magon | Ports puniques
user_1878;musee;Coloniale, Punique;réduite;voiture;138;102;Carthage;resident;9;"Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Quartier Magon | antonin)"",  | ,  | ,  | , "
user_1880;culturel, habitation;Beylicale Houssainite, Romaine, Coloniale;normale;voiture;119;101;Carthage;étranger;9;Beit El Hikma | Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Tophet | Ports puniques | Musee Oceanographique (Dar El Hout)
user_1881;culturel, musee, habitation;Beylicale Houssainite, Romaine;normale;voiture;75;159;Carthage;resident;3;Beit El Hikma | Theatre | La colline de Byrsa
user_1882;musee;Coloniale, Beylicale Houssainite, Punique;normale;taxi;177;191;Carthage;resident;9;"Musee Oceanographique (Dar El Hout) | Beit El Hikma | Ports puniques | Tophet | Quartier Magon | La colline de Byrsa | Parc des villas romaines | antonin)"", "
user_1883;religieux, musee;Beylicale Houssainite;réduite;vélo;71;139;Carthage;étudiant;6;"Beit El Hikma | antonin)"",  | ,  | ,  | , "
user_1884;habitation, musee;Romaine, Beylicale Houssainite, Punique;réduite;taxi;119;201;Carthage;étudiant;3;Parc des villas romaines | Quartier Magon | Beit El Hikma
user_1886;musee;Coloniale, Beylicale Houssainite, Romaine;normale;vélo;96;189;Carthage;étudiant;8;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Theatre | Parc des villas romaines | Quartier Magon | Ports puniques | La colline de Byrsa | Tophet
user_1888;Equipement, religieux, musee;Romaine, Coloniale;réduite;à pied;27;221;Carthage;étudiant;3;Ports puniques | Theatre | Parc des villas romaines
user_1890;religieux;Coloniale, Punique;normale;voiture;120;142;Carthage;enseignant;9;"Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_1891;Equipement, religieux, musee;Punique, Coloniale, Romaine;normale;vélo;58;93;Carthage;enseignant;3;"Ports puniques | antonin)"", "
user_1892;Equipement;Romaine, Punique, Beylicale Houssainite;réduite;à pied;47;201;Carthage;étranger;5;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa
user_1894;culturel, Equipement, habitation;Punique, Beylicale Houssainite;réduite;vélo;67;237;Carthage;enfant;4;Tophet | Ports puniques | La colline de Byrsa | Quartier Magon
user_1895;habitation;Beylicale Houssainite, Coloniale, Punique;normale;à pied;40;130;Carthage;enfant;5;Beit El Hikma | Quartier Magon | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Ports puniques
user_1896;culturel, Equipement, religieux;Beylicale Houssainite, Punique, Romaine;réduite;à pied;33;120;Carthage;enseignant;4;Tophet | Ports puniques | La colline de Byrsa | Beit El Hikma
user_1897;religieux, culturel, musee;Beylicale Houssainite, Punique;réduite;vélo;90;99;Carthage;retraité;7;"Beit El Hikma | Tophet | antonin)"",  | ,  | ,  | , "
user_1898;habitation, musee, Equipement;Coloniale;réduite;vélo;91;146;Carthage;retraité;8;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques | Tophet | Theatre | La colline de Byrsa
user_1900;habitation;Coloniale, Punique, Romaine;normale;vélo;73;161;Carthage;étudiant;6;Quartier Magon | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Beit El Hikma
user_1901;religieux, Equipement;Romaine, Punique;réduite;vélo;77;228;Carthage;étranger;5;"Ports puniques | Parc des villas romaines | Theatre | antonin)"", "
user_1903;musee, habitation;Punique, Romaine, Coloniale;réduite;voiture;88;100;Carthage;étudiant;4;Quartier Magon | Parc des villas romaines | Ports puniques | Tophet
user_1904;religieux, Equipement;Coloniale, Romaine;réduite;taxi;180;122;Carthage;retraité;9;"Musee Oceanographique (Dar El Hout) | Ports puniques | Theatre | Parc des villas romaines | antonin)"",  | ,  | ,  | , "
user_1905;Equipement, culturel;Coloniale, Punique, Beylicale Houssainite;réduite;à pied;42;93;Carthage;enfant;5;Ports puniques | Tophet | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Quartier Magon
user_1908;musee, religieux, culturel;Coloniale;réduite;vélo;71;226;Carthage;retraité;5;"Musee Oceanographique (Dar El Hout) | Tophet | antonin)"",  | , "
user_1909;habitation;Punique, Beylicale Houssainite;normale;voiture;117;220;Carthage;étranger;8;"Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques | Tophet | antonin)"",  | , "
user_1910;religieux, habitation, Equipement;Punique, Coloniale;réduite;taxi;180;226;Carthage;étudiant;9;"Quartier Magon | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_1911;habitation, religieux;Romaine, Punique;réduite;voiture;111;169;Carthage;retraité;7;Parc des villas romaines | Quartier Magon | Theatre | Ports puniques | La colline de Byrsa | Beit El Hikma
user_1912;Equipement, religieux, culturel;Punique, Coloniale;réduite;voiture;126;182;Carthage;retraité;9;"Ports puniques | Tophet | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_1913;culturel, religieux, Equipement;Punique;réduite;voiture;117;179;Carthage;retraité;8;"Tophet | Ports puniques | antonin)"",  | ,  | ,  | ,  | , "
user_1916;habitation, religieux, culturel;Punique;normale;voiture;100;204;Carthage;enfant;5;"Quartier Magon | Tophet | antonin)"",  | , "
user_1917;Equipement;Punique, Romaine, Beylicale Houssainite;réduite;taxi;149;185;Carthage;étudiant;5;Ports puniques | Quartier Magon | Tophet | Parc des villas romaines | La colline de Byrsa
user_1918;musee, culturel, habitation;Romaine, Beylicale Houssainite;réduite;vélo;67;95;Carthage;resident;5;Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Beit El Hikma
user_1920;Equipement, religieux, habitation;Romaine, Coloniale;réduite;à pied;48;117;Carthage;étudiant;5;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa
user_1921;habitation, musee;Romaine;normale;vélo;73;195;Carthage;étudiant;5;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | Ports puniques
user_1923;musee, religieux, habitation;Coloniale, Beylicale Houssainite;réduite;à pied;45;154;Carthage;enfant;6;"Musee Oceanographique (Dar El Hout) | Beit El Hikma | Quartier Magon | antonin)"",  | , "
user_1924;religieux, culturel;Romaine, Punique;normale;voiture;115;210;Carthage;retraité;8;"Theatre | Parc des villas romaines | La colline de Byrsa | antonin)"",  | ,  | ,  | , "
user_1925;religieux, culturel;Beylicale Houssainite, Romaine, Coloniale;réduite;vélo;49;144;Carthage;enfant;3;Theatre | Beit El Hikma | Parc des villas romaines
user_1926;habitation, culturel, religieux;Punique;normale;vélo;95;99;Carthage;resident;8;"Tophet | Quartier Magon | La colline de Byrsa | antonin)"",  | ,  | ,  | , "
user_1927;habitation, musee;Punique, Coloniale;réduite;voiture;125;177;Carthage;étudiant;9;"Quartier Magon | Parc des villas romaines | Ports puniques | Tophet | antonin)"",  | ,  | ,  | , "
user_1928;religieux, musee, habitation;Beylicale Houssainite, Coloniale, Romaine;réduite;à pied;28;140;Carthage;étudiant;4;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Quartier Magon
user_1929;culturel, religieux, Equipement;Coloniale, Romaine, Punique;réduite;voiture;100;108;Carthage;resident;6;Theatre | La colline de Byrsa | Tophet | Musee Oceanographique (Dar El Hout) | Ports puniques | Parc des villas romaines
user_1930;musee;Beylicale Houssainite, Romaine;réduite;vélo;57;197;Carthage;retraité;4;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Theatre | Parc des villas romaines
user_1931;musee;Beylicale Houssainite;normale;vélo;75;128;Carthage;étudiant;6;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Parc des villas romaines
user_1932;Equipement, culturel, musee;Beylicale Houssainite, Romaine, Coloniale;réduite;voiture;100;144;Carthage;retraité;7;Theatre | Ports puniques | Beit El Hikma | La colline de Byrsa | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Quartier Magon
user_1933;Equipement;Romaine, Coloniale, Beylicale Houssainite;normale;taxi;153;200;Carthage;étranger;7;Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Beit El Hikma
user_1934;religieux, Equipement, culturel;Beylicale Houssainite, Punique, Coloniale;réduite;taxi;195;207;Carthage;étranger;9;"Ports puniques | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_1938;culturel, Equipement, habitation;Beylicale Houssainite, Coloniale, Romaine;réduite;taxi;199;93;Carthage;resident;9;Beit El Hikma | Theatre | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Parc des villas romaines | Quartier Magon
user_1939;musee, habitation, culturel;Punique, Romaine, Beylicale Houssainite;normale;à pied;35;232;Carthage;étudiant;3;Quartier Magon | Parc des villas romaines | Tophet
user_1941;musee, habitation, culturel;Romaine;normale;vélo;96;169;Carthage;étranger;8;Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Ports puniques | Beit El Hikma | Tophet
user_1942;habitation;Punique, Coloniale, Romaine;normale;à pied;37;201;Carthage;étudiant;4;Quartier Magon | Parc des villas romaines | Ports puniques | Tophet
user_1945;Equipement, habitation, religieux;Coloniale;réduite;taxi;126;115;Carthage;étudiant;4;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Beit El Hikma
user_1946;culturel, Equipement, musee;Coloniale, Romaine;normale;taxi;199;208;Carthage;resident;9;Musee Oceanographique (Dar El Hout) | Theatre | La colline de Byrsa | Ports puniques | Tophet | Parc des villas romaines | Quartier Magon | Beit El Hikma
user_1949;habitation, musee, Equipement;Punique, Beylicale Houssainite, Coloniale;normale;voiture;72;159;Carthage;retraité;3;Quartier Magon | Beit El Hikma | Ports puniques
user_1950;culturel, Equipement;Beylicale Houssainite, Romaine, Coloniale;normale;vélo;85;93;Carthage;retraité;7;Theatre | Beit El Hikma | La colline de Byrsa | Ports puniques | Parc des villas romaines | Tophet | Quartier Magon
user_1953;religieux, habitation, culturel;Beylicale Houssainite;normale;voiture;131;99;Carthage;enseignant;9;"Beit El Hikma | Quartier Magon | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_1954;musee, religieux;Romaine;réduite;vélo;90;143;Carthage;resident;8;Theatre | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Ports puniques | La colline de Byrsa | Tophet | Beit El Hikma
user_1955;culturel, Equipement, religieux;Coloniale, Punique;réduite;taxi;176;150;Carthage;enseignant;9;"Tophet | Ports puniques | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Theatre | antonin)"",  | ,  | , "
user_1956;religieux, Equipement;Beylicale Houssainite, Coloniale;normale;vélo;62;205;Carthage;enfant;5;"Beit El Hikma | Musee Oceanographique (Dar El Hout) | antonin)"",  | , "
user_1957;habitation;Coloniale, Romaine;normale;voiture;103;165;Carthage;retraité;7;Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Theatre | Ports puniques | La colline de Byrsa
user_1958;habitation, religieux;Romaine;réduite;taxi;155;169;Carthage;enseignant;7;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | Ports puniques | La colline de Byrsa | Tophet
user_1961;culturel;Beylicale Houssainite, Romaine, Punique;normale;taxi;121;218;Carthage;resident;3;Theatre | Beit El Hikma | La colline de Byrsa
user_1962;musee;Punique;réduite;taxi;142;138;Carthage;étudiant;4;"Tophet | Ports puniques | antonin)"", "
user_1963;musee, culturel;Beylicale Houssainite, Punique, Coloniale;réduite;taxi;172;210;Carthage;enseignant;9;"Tophet | Beit El Hikma | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Ports puniques | Quartier Magon | antonin)"",  | , "
user_1965;religieux, habitation;Beylicale Houssainite;réduite;voiture;112;232;Carthage;étranger;7;"Beit El Hikma | antonin)"",  | ,  | ,  | ,  | , "
user_1967;Equipement;Romaine;réduite;taxi;140;203;Carthage;retraité;4;Ports puniques | Theatre | Parc des villas romaines | Quartier Magon
user_1969;culturel, habitation, Equipement;Beylicale Houssainite;réduite;voiture;81;123;Carthage;étudiant;4;Beit El Hikma | Tophet | Theatre | La colline de Byrsa
user_1970;culturel;Romaine;réduite;à pied;43;132;Carthage;enseignant;4;Theatre | La colline de Byrsa | Parc des villas romaines | Tophet
user_1972;Equipement, musee;Romaine;normale;vélo;84;119;Carthage;enseignant;6;Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa | Musee Oceanographique (Dar El Hout)
user_1973;religieux, Equipement, habitation;Beylicale Houssainite, Coloniale;réduite;vélo;83;156;Carthage;étranger;7;"Beit El Hikma | Ports puniques | Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | , "
user_1975;Equipement, religieux, habitation;Coloniale, Punique;normale;voiture;82;147;Carthage;enfant;4;"Ports puniques | Musee Oceanographique (Dar El Hout) | antonin)"", "
user_1976;culturel, religieux;Punique, Coloniale;réduite;voiture;100;168;Carthage;étranger;5;"Tophet | La colline de Byrsa | antonin)"",  | , "
